ZIP,wildfire_risk_prob
94612,0.322735
94613,0.322735
94614,0.322735
94615,0.322735
94617,0.322735
94618,0.322735
94619,0.322735
94620,0.322735
94621,0.322735
94622,0.322735
94623,0.322735
94624,0.322735
94649,0.322735
94659,0.322735
94660,0.322735
94661,0.322735
94662,0.322735
94666,0.322735
94701,0.322735
94702,0.322735
94703,0.322735
94704,0.322735
94705,0.322735
94706,0.322735
94707,0.322735
94708,0.322735
94709,0.322735
94710,0.322735
94712,0.322735
94720,0.322735
94801,0.322735
94802,0.322735
94803,0.322735
94804,0.322735
94805,0.322735
94806,0.322735
94807,0.322735
94808,0.322735
94820,0.322735
94850,0.322735
94901,0.759159
94903,0.322735
94904,0.322735
94912,0.322735
94913,0.322735
94914,0.322735
94915,0.322735
94920,0.322735
94922,0.404176
94923,0.404176
94924,0.404176
94925,0.322735
94926,0.500302
94927,0.500302
94928,0.500302
94929,0.404176
94930,0.322735
94931,0.898882
94933,0.404176
94937,0.840034
94938,0.817755
94939,0.322735
94940,0.404176
94941,0.785378
94942,0.322735
94945,0.322735
94946,0.838948
94947,0.322735
94948,0.500302
94949,0.322735
94950,0.404176
94951,0.868814
94952,0.878795
94953,0.500302
94954,0.922672
94955,0.500302
94956,0.817755
94957,0.322735
94960,0.322735
94963,0.404176
94964,0.322735
94965,0.322735
94966,0.322735
94970,0.404176
94971,0.404176
94972,0.404176
94973,0.404176
94974,0.322735
94975,0.500302
94976,0.322735
94977,0.322735
94978,0.322735
94979,0.322735
94998,0.322735
94999,0.500302
95001,0.407207
95002,0.34606
95003,0.427279
95004,0.437486
95005,0.427279
95006,0.827715
95007,0.407207
95008,0.34606
95009,0.34606
95010,0.407207
95011,0.34606
95012,0.422274
95013,0.34606
95014,0.34606
95015,0.34606
95017,0.407207
95018,0.407207
95019,0.422274
95020,0.849812
95021,0.422274
95023,0.922664
95024,0.422274
95025,0.34606
95026,0.34606
95030,0.34606
95031,0.34606
95032,0.34606
95033,0.34606
95035,0.753212
95036,0.34606
95037,0.828617
95038,0.422274
95039,0.422274
95041,0.407207
95042,0.34606
95043,0.959387
95044,0.34606
95045,0.808264
95046,0.437486
95050,0.34606
95051,0.34606
95052,0.34606
95053,0.34606
95054,0.34606
95055,0.34606
95056,0.34606
95060,0.819621
95061,0.407207
95062,0.407207
95063,0.407207
95064,0.407207
95065,0.407207
95066,0.79846
95067,0.407207
95070,0.34606
95071,0.34606
95073,0.407207
95075,0.422274
95076,0.436737
95077,0.422274
95101,0.34606
95103,0.34606
95106,0.34606
95108,0.34606
95109,0.34606
95110,0.34606
95111,0.34606
95112,0.34606
95113,0.34606
95115,0.34606
95116,0.34606
95117,0.34606
95118,0.34606
95119,0.34606
95120,0.34606
95121,0.34606
95122,0.34606
95123,0.34606
95124,0.34606
95125,0.34606
95126,0.34606
95127,0.34606
95128,0.34606
95129,0.34606
95130,0.34606
95131,0.34606
95132,0.34606
95133,0.34606
95134,0.34606
95135,0.34606
95136,0.34606
95138,0.811699
95139,0.34606
95140,0.34606
95141,0.34606
95148,0.34606
95150,0.34606
95151,0.34606
95152,0.34606
95153,0.34606
95154,0.34606
95155,0.34606
95156,0.34606
95157,0.34606
95158,0.34606
95159,0.34606
95160,0.34606
95161,0.34606
95164,0.34606
95170,0.34606
95172,0.34606
95173,0.34606
95190,0.34606
95191,0.34606
95192,0.34606
95193,0.34606
95194,0.34606
95196,0.34606
95201,0.476746
95202,0.476746
95203,0.476746
95204,0.476746
95205,0.476746
95206,0.476746
95207,0.476746
95208,0.476746
95209,0.476746
95210,0.476746
95211,0.476746
95212,0.476746
95213,0.476746
95214,0.476746
95215,0.476746
95219,0.476746
95220,0.476746
95221,0.476746
95222,0.875827
95223,0.955933
95224,0.840122
95225,0.868636
95226,0.476746
95227,0.857688
95228,0.875827
95229,0.476746
95230,0.952113
95231,0.476746
95232,0.476746
95233,0.476746
95234,0.476746
95236,0.874948
95237,0.476746
95240,0.874948
95241,0.476746
95242,0.476746
95245,0.476746
95246,0.840122
95247,0.840122
95248,0.476746
95249,0.476746
95251,0.499926
95252,0.840122
95253,0.476746
95254,0.476746
95255,0.476746
95257,0.476746
95258,0.476746
95267,0.476746
95269,0.476746
95296,0.476746
95297,0.476746
95301,0.476746
95303,0.476746
95304,0.476746
95305,0.875827
95306,0.307938
95307,0.476746
95309,0.476746
95310,0.476746
95311,0.927864
95312,0.476746
95313,0.476746
95315,0.476746
95316,0.476746
95317,0.307938
95318,0.719592
95319,0.476746
95320,0.476746
95321,0.850832
95322,0.422274
95323,0.476746
95324,0.476746
95325,0.307938
95326,0.476746
95327,0.937236
95328,0.476746
95329,0.937236
95330,0.476746
95333,0.307938
95334,0.476746
95335,0.874948
95336,0.476746
95337,0.476746
95338,0.918212
95340,0.307938
95341,0.775006
95343,0.307938
95344,0.307938
95345,0.773598
95346,0.476746
95347,0.476746
95348,0.476746
95350,0.476746
95351,0.476746
95352,0.476746
95353,0.476746
95354,0.476746
95355,0.476746
95356,0.476746
95357,0.476746
95358,0.4965
95360,0.874948
95361,0.893175
95363,0.921874
95364,0.875827
95365,0.307938
95366,0.4965
95367,0.476746
95368,0.476746
95369,0.476746
95370,0.499926
95372,0.476746
95373,0.476746
95374,0.476746
95375,0.476746
95376,0.476746
95377,0.927323
95378,0.476746
95379,0.476746
95380,0.476746
95381,0.476746
95382,0.476746
95383,0.857688
95385,0.476746
95386,0.874948
95387,0.476746
95388,0.476746
95389,0.847501
95391,0.476746
95397,0.476746
95401,0.529145
95402,0.529145
95403,0.881427
95404,0.921028
95405,0.529145
95406,0.529145
95407,0.529145
95409,0.529145
95410,0.348867
95412,0.814394
95415,0.517363
95416,0.500302
95417,0.348867
95418,0.348867
95419,0.404176
95420,0.348867
95421,0.398796
95422,0.881427
95423,0.962778
95424,0.529145
95425,0.882251
95426,0.529145
95427,0.348867
95428,0.84773
95429,0.348867
95430,0.404176
95431,0.500302
95432,0.348867
95433,0.500302
95435,0.529145
95436,0.529145
95437,0.348867
95439,0.529145
95441,0.876401
95442,0.529145
95443,0.539118
95444,0.529145
95445,0.404176
95446,0.404176
95448,0.979694
95449,0.529145
95450,0.817755
95451,0.921995
95452,0.529145
95453,0.937307
95454,0.348867
95456,0.348867
95457,0.948333
95458,0.529145
95459,0.404176
95460,0.348867
95461,0.889659
95462,0.404176
95463,0.348867
95464,0.828799
95465,0.827987
95466,0.529145
95467,0.529145
95468,0.404176
95469,0.779934
95470,0.863908
95471,0.404176
95472,0.404176
95473,0.529145
95476,0.896578
95480,0.404176
95481,0.599688
95482,0.954081
95485,0.935372
95486,0.404176
95487,0.500302
95488,0.813288
95490,0.779934
95492,0.529145
95493,0.599688
95494,0.529145
95497,0.404176
95501,0.361929
95502,0.361929
95503,0.361929
95511,0.361929
95514,0.361929
95518,0.361929
95519,0.361929
95521,0.361929
95524,0.361929
95525,0.361929
95526,0.886977
95527,0.789564
95528,0.361929
95531,0.361929
95532,0.361929
95534,0.361929
95536,0.361929
95537,0.361929
95538,0.361929
95540,0.361929
95542,0.401006
95543,0.524936
95545,0.361929
95546,0.765885
95547,0.361929
95548,0.361929
95549,0.361929
95550,0.361929
95551,0.361929
95552,0.361929
95553,0.361929
95554,0.361929
95555,0.361929
95556,0.361929
95558,0.792899
95559,0.361929
95560,0.361929
95562,0.361929
95563,0.789564
95564,0.361929
95565,0.361929
95567,0.524936
95568,0.361929
95569,0.361929
95570,0.361929
95571,0.361929
95573,0.377458
95585,0.361929
95587,0.361929
95589,0.361929
95595,0.91981
95601,0.417442
95602,0.487648
95603,0.487648
95604,0.487648
95605,0.417442
95606,0.881427
95607,0.950233
95608,0.417442
95609,0.417442
95610,0.417442
95611,0.417442
95612,0.417442
95613,0.487648
95614,0.879648
95615,0.417442
95616,0.417442
95617,0.417442
95618,0.417442
95619,0.879648
95620,0.529145
95621,0.417442
95623,0.874622
95624,0.417442
95625,0.529145
95626,0.805171
95627,0.881427
95628,0.417442
95629,0.434661
95630,0.417442
95631,0.886427
95632,0.865589
95633,0.862935
95634,0.487648
95635,0.8459
95636,0.487648
95637,0.881427
95638,0.846217
95639,0.417442
95640,0.817408
95641,0.500302
95642,0.874948
95644,0.684718
95645,0.487648
95646,0.734442
95648,0.975217
95650,0.487648
95651,0.487648
95652,0.417442
95653,0.529145
95654,0.476746
95655,0.417442
95656,0.417442
95658,0.487648
95659,0.487648
95660,0.417442
95661,0.487648
95662,0.417442
95663,0.8459
95664,0.884046
95665,0.417442
95666,0.417442
95667,0.879648
95668,0.880498
95669,0.868692
95670,0.417442
95671,0.487648
95672,0.487648
95673,0.417442
95674,0.487648
95675,0.417442
95676,0.487648
95677,0.487648
95678,0.487648
95679,0.903477
95680,0.417442
95681,0.862935
95682,0.933361
95683,0.847262
95684,0.487648
95685,0.417442
95686,0.417442
95687,0.529145
95688,0.921028
95689,0.417442
95690,0.417442
95691,0.417442
95692,0.879648
95693,0.825781
95694,0.933822
95695,0.417442
95696,0.529145
95697,0.417442
95698,0.417442
95699,0.417442
95701,0.487648
95703,0.487648
95709,0.8459
95712,0.487648
95713,0.487648
95714,0.487648
95715,0.895329
95717,0.487648
95720,0.943431
95721,0.684718
95722,0.487648
95724,0.684718
95726,0.487648
95728,0.684718
95735,0.684718
95736,0.487648
95741,0.417442
95742,0.847262
95746,0.487648
95747,0.986905
95757,0.417442
95758,0.417442
95759,0.417442
95762,0.513472
95763,0.417442
95765,0.862935
95776,0.417442
95798,0.417442
95799,0.417442
95811,0.417442
95812,0.417442
95813,0.417442
95814,0.417442
95815,0.417442
95816,0.417442
95817,0.417442
95818,0.417442
95819,0.417442
95820,0.417442
95821,0.417442
95822,0.417442
95823,0.417442
95824,0.417442
95825,0.417442
95826,0.417442
95827,0.417442
95828,0.417442
95829,0.417442
95830,0.417442
95831,0.417442
95832,0.417442
95833,0.417442
95834,0.417442
95835,0.417442
95836,0.417442
95837,0.417442
95838,0.417442
95840,0.417442
95841,0.417442
95842,0.417442
95843,0.417442
95851,0.417442
95852,0.417442
95853,0.417442
95860,0.417442
95864,0.417442
95865,0.417442
95866,0.417442
95867,0.417442
95894,0.417442
95899,0.417442
95901,0.983973
95903,0.917786
95910,0.828799
95912,0.487648
95913,0.599688
95914,0.828799
95915,0.599688
95916,0.828799
95917,0.828799
95918,0.955021
95919,0.909217
95920,0.973805
95922,0.969718
95923,0.828799
95924,0.487648
95925,0.828799
95926,0.599688
95927,0.599688
95928,0.896264
95929,0.599688
95930,0.828799
95932,0.828799
95934,0.599688
95935,0.828799
95936,0.828799
95937,0.881427
95938,0.896264
95939,0.910002
95940,0.828799
95941,0.828799
95942,0.599688
95943,0.599688
95944,0.828799
95945,0.514497
95946,0.487648
95947,0.908335
95948,0.828799
95949,0.859389
95950,0.487648
95951,0.599688
95953,0.973805
95954,0.97942
95955,0.973805
95956,0.828799
95957,0.487648
95958,0.828799
95959,0.862935
95960,0.487648
95961,0.559512
95962,0.828799
95963,0.908335
95965,0.994794
95966,0.996132
95967,0.599688
95968,0.828799
95969,0.599688
95970,0.828799
95971,0.973805
95972,0.828799
95973,0.639814
95974,0.828799
95975,0.487648
95976,0.599688
95977,0.940991
95978,0.599688
95979,0.930074
95980,0.599688
95981,0.828799
95982,0.970305
95983,0.969718
95984,0.920025
95986,0.487648
95987,0.982938
95988,0.943611
95991,0.514497
95992,0.487648
95993,0.50406
96001,0.822478
96002,0.327358
96003,0.802843
96006,0.327358
96007,0.96849
96008,0.327358
96009,0.737315
96010,0.880397
96011,0.327358
96013,0.737315
96014,0.852941
96015,0.76398
96016,0.327358
96017,0.327358
96019,0.327358
96020,0.599688
96021,0.849289
96022,0.857034
96023,0.857222
96024,0.790247
96025,0.788908
96027,0.916311
96028,0.737315
96029,0.348867
96031,0.780112
96032,0.984929
96033,0.737315
96034,0.524936
96035,0.379588
96037,0.524936
96038,0.864367
96039,0.902391
96040,0.327358
96041,0.327358
96044,0.960487
96046,0.765885
96047,0.962232
96048,0.853614
96049,0.327358
96050,0.935353
96051,0.904125
96052,0.327358
96054,0.833788
96055,0.348867
96056,0.766621
96057,0.792365
96058,0.895243
96059,0.341467
96061,0.755506
96062,0.900146
96063,0.348867
96064,0.995082
96065,0.812067
96067,0.327358
96068,0.327358
96069,0.727217
96070,0.327358
96071,0.327358
96073,0.788908
96074,0.779934
96075,0.755506
96076,0.857034
96078,0.348867
96079,0.327358
96080,0.950024
96084,0.737315
96085,0.524936
96086,0.879651
96087,0.358434
96088,0.76299
96089,0.327358
96090,0.348867
96091,0.902594
96092,0.599688
96093,0.327358
96094,0.749407
96095,0.327358
96096,0.76299
96097,0.983472
96099,0.327358
96101,0.93145
96103,0.684718
96104,0.796727
96105,0.987903
96106,0.684718
96107,0.943431
96108,0.327358
96109,0.968041
96110,0.957636
96111,0.684718
96112,0.873553
96113,0.684718
96114,0.926065
96115,0.827418
96116,0.737315
96117,0.97609
96118,0.93492
96119,0.327358
96120,0.966765
96121,0.684718
96122,0.957238
96123,0.987659
96124,0.684718
96125,0.684718
96126,0.684718
96127,0.599688
96128,0.684718
96129,0.718649
96130,0.997221
96132,0.737315
96133,0.684718
96134,0.931699
96135,0.684718
96136,0.950696
96137,0.668835
96140,0.684718
96141,0.684718
96142,0.684718
96143,0.684718
96145,0.684718
96146,0.684718
96148,0.684718
96150,0.684718
96151,0.684718
96152,0.684718
96154,0.684718
96155,0.684718
96156,0.684718
96157,0.684718
96158,0.684718
96160,0.684718
96161,0.684718
96162,0.684718
